date,open,high,low,close_usd,volume_btc,volume_usd
2016-01-13,434.89,438.35,424.5,432.53,4297337.64,9997.31
2016-01-14,432.64,434.0,427.0,429.22,1889729.91,4388.51
2016-01-15,429.55,429.8,365.0,372.85,13985318.0,35218.44
2016-01-16,360.0,387.5,352.0,386.43,8790996.62,23675.75
2016-01-17,387.28,391.14,376.0,382.85,3050025.47,7962.09
2016-01-18,380.16,388.5,373.63,385.0,2662265.2,6968.7
2016-01-19,385.47,386.92,375.59,379.88,2619071.74,6854.8
2016-01-20,376.77,422.98,372.53,410.93,9829484.37,24594.14
2016-01-21,418.9,421.25,404.59,410.03,3840395.14,9301.69
2016-01-22,409.42,410.07,374.45,381.78,5581017.46,14308.54
2016-01-23,382.85,395.0,381.05,386.92,2725952.77,7020.14
2016-01-24,386.37,405.97,385.36,402.5,2139150.54,5356.26
2016-01-25,402.16,402.31,385.5,392.58,3131070.89,7943.7
2016-01-26,390.1,397.7,386.2,390.66,2497097.16,6361.63
2016-01-27,391.77,397.0,390.31,395.0,1669789.13,4234.46
2016-01-28,394.62,395.56,376.0,379.16,4329530.76,11329.82
2016-01-29,379.55,383.99,363.73,379.44,5067927.64,13500.22
2016-01-30,378.12,380.42,372.95,376.6,887062.39,2351.12
2016-01-31,376.38,379.3,367.77,370.0,1407869.8,3752.13
2016-02-01,368.49,378.2,366.53,371.5,2610393.92,7005.04
2016-02-02,371.79,375.0,369.73,373.18,2109726.06,5655.12
2016-02-03,373.05,374.0,365.0,367.64,2602788.49,7030.2
2016-02-04,368.4,391.88,367.95,390.0,5017103.32,13133.51
2016-02-05,388.0,389.5,382.99,385.88,2806294.0,7247.88
2016-02-06,384.97,384.98,371.35,374.27,2146630.0,5702.07
2016-02-07,375.39,380.0,373.04,375.4,1073830.87,2855.74
2016-02-08,375.0,378.99,369.99,371.16,2586381.88,6907.71
2016-02-09,370.95,377.0,369.12,373.16,2136759.49,5724.8
2016-02-10,373.69,383.85,372.12,379.86,3782707.13,9979.76
2016-02-11,379.34,380.5,373.54,377.99,2624697.92,6953.11
2016-02-12,377.98,383.0,377.07,382.88,2177591.75,5714.98
2016-02-13,383.0,390.08,382.0,389.51,2684911.84,6936.51
2016-02-14,390.99,404.0,390.59,403.95,3805192.6,9555.92
2016-02-15,405.5,409.71,393.4,399.0,3166241.01,7876.6
2016-02-16,399.5,407.8,396.0,406.47,3312534.49,8208.39
2016-02-17,407.51,421.11,404.0,415.52,4679988.35,11273.65
2016-02-18,415.59,424.9,413.4,420.31,3588829.87,8537.45
2016-02-19,421.15,422.0,414.0,419.27,2082054.85,4968.2
2016-02-20,419.98,443.96,419.5,440.24,4678345.04,10802.06
2016-02-21,434.63,447.99,426.0,437.7,4488830.12,10244.17
2016-02-22,438.33,439.5,431.15,437.97,2543672.13,5823.89
2016-02-23,438.26,440.0,414.0,420.05,4426532.85,10427.66
2016-02-24,419.1,424.28,409.07,422.61,3035274.03,7236.69
2016-02-25,423.79,426.75,415.79,423.51,2337122.92,5541.05
2016-02-26,423.38,428.38,418.01,427.8,1825687.5,4310.49
2016-02-27,432.0,435.0,428.22,431.06,1776990.19,4119.77
2016-02-28,431.07,435.0,422.29,432.16,1475149.23,3435.21
2016-02-29,430.26,440.99,428.12,436.62,3599439.36,8260.08
2016-03-01,436.75,437.5,427.01,433.31,2922909.82,6763.52
2016-03-02,433.33,434.5,424.0,425.18,2244122.04,5220.05
2016-03-03,422.4,424.47,415.85,420.27,3069008.4,7304.22
2016-03-04,420.29,423.9,407.55,409.97,3114003.54,7474.02
2016-03-05,408.18,408.98,382.0,398.5,6450215.35,16205.36
2016-03-06,399.77,412.31,393.11,404.78,2292269.65,5659.13
2016-03-07,406.15,414.96,403.03,414.76,2375720.45,5793.31
2016-03-08,413.96,414.99,408.46,412.13,2283231.18,5549.37
2016-03-09,412.14,413.51,408.75,412.66,1987918.75,4832.17
2016-03-10,412.99,416.9,409.31,416.5,2110300.04,5105.04
2016-03-11,416.0,421.91,415.11,418.1,2476673.27,5905.9
2016-03-12,419.14,420.93,406.59,410.47,1890411.55,4577.67
2016-03-13,409.95,417.0,409.67,412.64,1344134.95,3254.44
2016-03-14,412.99,415.22,410.5,413.85,1743744.96,4217.13
2016-03-15,414.83,417.43,412.15,415.89,1870078.95,4500.81
2016-03-16,415.84,416.61,413.15,416.49,1687474.91,4065.34
2016-03-17,416.52,419.0,415.66,418.49,1548565.13,3703.74
2016-03-18,418.47,418.49,403.34,408.21,2593429.99,6324.84
2016-03-19,407.5,409.95,404.1,408.94,1155762.48,2840.41
2016-03-20,408.36,412.0,406.6,411.34,1047500.89,2555.36
2016-03-21,410.62,411.96,406.5,410.99,1429011.16,3491.93
2016-03-22,411.15,416.99,410.35,415.89,1603062.46,3863.92
2016-03-23,416.39,419.0,413.44,417.22,2043615.33,4908.2
2016-03-24,417.62,418.15,412.85,415.96,1151083.01,2766.79
2016-03-25,415.17,416.92,412.0,416.25,1058887.1,2550.63
2016-03-26,415.6,416.99,414.0,416.77,520246.85,1251.01
2016-03-27,416.96,427.99,415.77,424.3,2132703.21,5033.3
2016-03-28,424.62,424.77,420.32,422.05,1364444.78,3227.79
2016-03-29,422.87,424.37,407.22,415.4,2448940.42,5894.96
2016-03-30,415.43,415.93,408.59,413.09,1974453.35,4785.87
2016-03-31,413.68,416.99,411.4,415.51,1522442.48,3669.08
2016-04-01,414.66,416.99,413.42,415.38,1521987.64,3662.38
2016-04-02,416.31,420.0,416.01,419.19,858816.08,2052.82
2016-04-03,419.35,419.44,416.1,419.0,544167.96,1302.3
2016-04-04,418.51,419.85,416.0,418.65,1436042.23,3434.14
2016-04-05,418.81,423.0,416.61,422.6,1656378.77,3934.8
2016-04-06,422.71,422.9,420.0,421.63,1007355.42,2389.51
2016-04-07,420.62,421.99,418.09,419.84,1301132.34,3093.89
2016-04-08,419.99,423.99,416.26,418.13,1893915.56,4501.64
2016-04-09,417.75,418.71,412.0,418.37,1488490.68,3578.63
2016-04-10,418.59,421.79,417.2,420.77,728035.88,1735.02
2016-04-11,420.4,422.8,418.0,422.08,1455970.96,3461.33
2016-04-12,422.79,426.67,421.0,425.91,2569227.44,6052.84
2016-04-13,425.32,426.0,422.27,423.26,1648750.52,3888.13
2016-04-14,423.6,425.35,420.57,424.51,1629295.05,3844.83
2016-04-15,424.4,430.0,423.07,429.25,1871353.05,4378.6
2016-04-16,429.29,432.87,427.12,430.68,784282.5,1824.13
2016-04-17,430.18,430.91,424.24,426.75,633684.98,1482.15
2016-04-18,427.15,430.01,425.8,428.07,1357320.94,3175.38
2016-04-19,428.14,436.82,426.24,435.25,1606377.98,3734.22
2016-04-20,435.7,444.0,433.11,441.25,3192599.47,7279.21
2016-04-21,441.99,452.11,440.0,451.0,2405825.02,5394.19
2016-04-22,451.0,451.36,442.96,447.8,2452914.54,5482.08
2016-04-23,447.16,452.18,444.46,451.31,998886.31,2229.62
2016-04-24,451.92,470.02,447.06,459.4,3211111.55,7012.4
2016-04-25,460.03,469.47,455.13,465.99,2543834.74,5508.19
2016-04-26,462.29,469.87,462.13,468.0,2146442.6,4611.27
2016-04-27,467.39,469.03,445.42,447.46,3083587.06,6747.73
2016-04-28,445.39,451.0,435.0,450.0,3879872.31,8725.35
2016-04-29,449.94,456.0,445.62,454.77,1321180.97,2924.98
2016-04-30,456.53,456.9,446.5,446.7,1088703.36,2413.28
2016-05-01,448.43,453.78,446.84,451.4,532738.45,1180.66
2016-05-02,452.99,453.8,438.59,443.54,2808139.14,6326.81
2016-05-03,444.06,452.0,440.78,451.7,2492642.46,5568.02
2016-05-04,451.18,451.68,444.15,446.3,1473942.97,3295.73
2016-05-05,447.36,450.0,445.11,448.82,1059530.04,2366.93
2016-05-06,448.5,463.97,447.03,459.73,2508091.25,5517.34
2016-05-07,458.98,461.0,455.95,458.15,911630.56,1989.03
2016-05-08,458.97,459.69,455.95,457.81,591905.16,1294.05
2016-05-09,457.75,464.79,455.62,461.63,1617041.39,3517.48
2016-05-10,461.49,463.0,447.38,449.91,2571495.49,5664.75
2016-05-11,450.88,457.99,450.32,452.01,1517420.38,3344.72
2016-05-12,452.95,455.09,448.88,454.92,1538456.69,3404.27
2016-05-13,455.2,456.82,452.04,456.04,1282634.69,2819.7
2016-05-14,456.42,457.25,453.51,455.38,612807.08,1344.33
2016-05-15,456.3,458.08,454.72,457.48,730393.65,1599.7
2016-05-16,457.56,458.0,451.11,455.56,1401093.82,3075.4
2016-05-17,454.0,456.09,452.14,453.01,1439597.99,3173.8
2016-05-18,452.96,455.68,452.01,452.94,1175478.69,2588.67
2016-05-19,452.47,453.85,441.05,441.63,2450585.4,5466.73
2016-05-20,436.3,444.41,435.06,441.97,1505886.06,3414.13
2016-05-21,442.84,443.98,435.28,442.84,841576.8,1909.66
2016-05-22,442.72,443.47,435.0,437.85,1007976.18,2294.47
2016-05-23,438.72,442.91,436.4,442.29,1126274.52,2555.94
2016-05-24,442.63,446.37,441.0,445.31,1358027.73,3053.33
2016-05-25,445.31,449.6,444.26,448.02,1636079.83,3655.41
2016-05-26,448.27,452.98,446.8,452.38,1693500.51,3763.09
2016-05-27,452.07,478.16,452.07,472.68,5706733.77,12121.62
2016-05-28,470.58,529.08,468.0,521.5,6154346.32,12464.98
2016-05-29,522.13,540.0,485.0,513.85,4221703.64,8124.92
2016-05-30,517.6,535.0,510.01,527.0,3189532.46,6063.14
2016-05-31,527.64,548.5,515.0,532.06,6431063.42,12006.15
2016-06-01,532.37,542.87,525.49,538.65,2882083.0,5388.62
2016-06-02,536.95,540.0,529.13,538.98,2094443.58,3910.44
2016-06-03,538.0,578.37,535.74,567.94,4871569.53,8718.77
2016-06-04,569.93,588.71,558.54,573.87,3553068.65,6187.45
2016-06-05,573.5,582.0,566.0,573.76,3061431.32,5341.22
2016-06-06,573.8,586.02,573.8,583.49,2573089.92,4420.07
2016-06-07,584.12,594.44,563.0,576.75,3862682.24,6660.02
2016-06-08,577.48,584.25,571.86,583.24,1882161.28,3252.98
2016-06-09,583.01,583.1,572.97,576.4,2166774.29,3758.43
2016-06-10,576.06,580.0,572.0,577.91,1991840.12,3457.49
2016-06-11,576.53,594.0,575.93,592.13,1616911.88,2766.37
2016-06-12,610.0,683.02,603.21,667.94,8917259.7,13876.2
2016-06-13,668.73,725.0,655.02,702.05,11928392.51,17251.66
2016-06-14,703.81,704.5,655.0,685.69,7228993.7,10609.09
2016-06-15,685.25,695.77,672.12,693.01,3936205.99,5752.51
2016-06-16,695.0,773.07,689.8,765.6,13101113.07,17747.96
2016-06-17,767.37,778.7,706.37,746.99,10811253.75,14631.57
2016-06-18,745.0,778.85,723.02,755.02,4394175.96,5827.87
2016-06-19,753.47,764.93,740.11,760.55,1971087.94,2611.71
2016-06-20,759.12,763.99,725.0,734.99,5816127.61,7836.92
2016-06-21,725.0,728.18,625.0,668.42,22050470.24,32747.0
2016-06-22,665.36,677.63,593.03,594.1,9966791.88,15620.53
2016-06-23,602.82,632.67,540.17,624.69,13982861.16,23795.95
2016-06-24,622.59,683.88,620.82,656.71,10493009.71,16058.17
2016-06-25,660.76,684.45,639.4,663.24,4363898.7,6559.01
2016-06-26,658.8,662.9,608.64,628.61,3320432.14,5277.84
2016-06-27,630.16,653.46,618.03,648.2,5415184.25,8482.24
2016-06-28,657.49,665.51,635.5,645.39,3534625.42,5462.68
2016-06-29,644.33,645.0,621.09,634.43,5742183.05,9088.42
2016-06-30,635.91,671.22,628.06,666.84,4861694.15,7428.6
2016-07-01,666.33,684.1,659.71,677.0,4331285.23,6421.13
2016-07-02,674.55,704.93,672.74,702.48,3759346.11,5431.82
2016-07-03,702.48,704.99,646.29,664.14,4835674.84,7213.63
2016-07-04,659.77,682.35,640.1,678.72,2796115.29,4180.06
2016-07-05,678.74,682.36,661.57,666.58,2084268.82,3100.26
2016-07-06,669.09,679.0,662.13,674.46,2379339.84,3541.03
2016-07-07,674.7,678.43,605.5,636.39,8032742.44,12646.13
2016-07-08,638.89,665.0,635.0,664.0,4189449.95,6483.61
2016-07-09,663.0,663.99,626.0,652.54,3950333.46,6111.73
2016-07-10,647.78,650.88,636.8,646.55,1464107.64,2272.95
2016-07-11,648.77,659.6,639.31,647.42,1929797.21,2973.44
2016-07-12,649.32,678.0,646.05,671.7,2744860.85,4145.96
2016-07-13,663.52,669.97,654.52,661.5,4207227.67,6367.45
2016-07-14,652.24,664.93,650.01,660.53,1567824.55,2379.09
2016-07-15,660.3,670.01,658.41,664.99,2130837.14,3209.21
2016-07-16,664.6,666.67,655.0,662.0,1082955.17,1640.0
2016-07-17,662.45,684.19,661.35,678.23,2301127.43,3409.25
2016-07-18,679.54,682.21,666.12,673.46,2024992.39,2993.77
2016-07-19,673.45,675.81,666.0,673.86,1245111.37,1855.39
2016-07-20,674.8,675.0,660.0,667.02,2271618.27,3402.67
2016-07-21,667.01,667.1,660.1,664.25,1650112.49,2486.28
2016-07-22,663.25,666.3,645.0,652.95,3304025.08,5031.9
2016-07-23,647.88,656.77,646.0,653.8,831459.97,1274.47
2016-07-24,655.52,665.0,651.99,659.51,922962.62,1402.78
2016-07-25,659.64,661.99,652.28,654.37,1592779.48,2429.95
2016-07-26,655.0,656.94,645.01,652.22,2197810.59,3378.47
2016-07-27,651.22,659.98,646.31,655.63,1715044.8,2623.74
2016-07-28,655.13,657.89,652.41,653.44,1230981.99,1880.26
2016-07-29,654.84,657.48,653.0,657.03,844396.19,1290.14
2016-07-30,654.88,657.5,652.19,654.37,461519.75,704.79
2016-07-31,654.02,654.71,620.01,620.01,2871028.07,4521.71
2016-08-01,622.5,630.0,604.0,607.61,3293338.89,5337.66
2016-08-02,606.84,613.03,465.28,514.98,11194858.55,20392.04
2016-08-03,540.03,572.34,521.0,565.63,8385537.77,15293.43
2016-08-04,563.99,583.97,552.0,575.52,4808420.85,8428.57
2016-08-05,578.14,578.2,562.0,576.64,2699273.59,4733.0
2016-08-06,572.98,592.0,562.56,588.78,3464967.59,6011.14
2016-08-07,589.47,598.82,582.12,592.6,1712331.58,2896.89
2016-08-08,592.47,594.0,583.58,589.46,1870768.65,3171.44
2016-08-09,591.85,591.85,579.43,583.53,1848228.25,3160.44
2016-08-10,582.71,603.0,580.01,591.7,3051412.4,5145.88
2016-08-11,590.46,597.78,585.23,587.57,1482748.4,2506.9
2016-08-12,585.25,591.19,580.47,586.0,1250458.16,2133.13
2016-08-13,585.34,589.98,581.71,582.11,557048.78,951.03
2016-08-14,583.52,583.92,556.24,567.45,2739411.42,4797.45
2016-08-15,568.76,573.69,554.9,565.79,2559974.14,4530.14
2016-08-16,564.2,579.8,563.0,577.53,2737496.38,4786.52
2016-08-17,574.95,577.86,566.02,570.47,2342225.12,4097.78
2016-08-18,570.91,575.87,568.79,569.71,2265207.23,3956.21
2016-08-19,571.51,574.86,552.3,572.11,2640630.83,4630.18
2016-08-20,572.98,580.0,568.52,580.0,1351481.73,2348.32
2016-08-21,577.7,583.99,576.01,578.47,651138.86,1125.19
2016-08-22,577.55,585.95,572.5,583.85,2931957.03,5054.71
2016-08-23,582.78,584.99,576.0,580.71,2426513.82,4177.43
2016-08-24,580.27,582.1,575.4,577.11,1718669.83,2968.77
2016-08-25,577.65,578.75,571.16,576.99,2410666.36,4193.61
2016-08-26,575.75,582.46,574.1,577.84,1886798.54,3265.45
2016-08-27,577.92,579.09,564.81,567.41,1532934.37,2689.93
2016-08-28,567.51,573.0,566.8,573.0,567811.88,995.44
2016-08-29,573.2,575.0,568.6,571.5,1332938.19,2325.16
2016-08-30,570.74,576.5,568.55,575.23,2533734.77,4412.26
2016-08-31,575.88,576.49,568.4,570.76,2073935.36,3629.56
2016-09-01,570.75,572.86,566.86,571.6,1580497.14,2772.91
2016-09-02,571.05,574.2,567.03,572.0,1680704.12,2943.1
2016-09-03,572.0,598.64,569.01,592.5,2669564.21,4578.51
2016-09-04,596.25,609.05,590.88,604.25,2351517.76,3913.31
2016-09-05,605.72,607.31,592.46,603.74,2301873.17,3829.55
2016-09-06,604.98,609.74,601.0,608.96,2442751.66,4030.31
2016-09-07,608.93,615.92,604.7,614.39,2669717.29,4372.18
2016-09-08,614.44,628.98,611.66,625.66,2704906.63,4346.02
2016-09-09,625.67,627.49,612.93,622.0,2031045.12,3272.66
2016-09-10,622.01,625.0,618.67,622.01,942782.96,1515.24
2016-09-11,621.65,628.99,594.63,603.8,3212019.0,5290.23
2016-09-12,604.08,609.15,602.0,607.0,2122659.19,3505.24
2016-09-13,606.4,609.61,603.28,607.73,2094788.68,3452.28
2016-09-14,607.45,610.69,605.98,607.89,1756240.09,2886.87
2016-09-15,608.5,608.99,602.3,605.21,1861670.0,3071.05
2016-09-16,606.65,608.99,603.5,605.9,1570359.1,2588.36
2016-09-17,607.04,607.59,601.1,604.04,670061.95,1109.35
2016-09-18,602.93,609.06,601.97,608.0,781477.06,1289.48
2016-09-19,608.0,609.5,603.0,607.88,1499069.38,2468.15
2016-09-20,608.73,608.88,605.35,606.95,1476207.69,2432.7
2016-09-21,601.0,601.01,592.1,594.66,2172921.84,3652.44
2016-09-22,595.46,596.42,592.5,593.95,1375604.47,2312.18
2016-09-23,595.42,602.9,593.0,602.53,2370015.59,3967.48
2016-09-24,600.47,603.59,597.76,600.14,656806.58,1092.94
2016-09-25,600.05,601.99,596.0,597.41,643116.81,1073.77
2016-09-26,598.95,607.27,596.1,604.28,2414023.3,4005.66
2016-09-27,606.7,608.37,600.02,604.57,1824191.37,3019.48
2016-09-28,604.26,605.3,601.41,603.71,1315801.32,2180.68
2016-09-29,603.93,605.99,601.0,604.96,1628754.16,2697.69
2016-09-30,605.59,608.38,603.15,608.26,1586425.29,2621.96
2016-10-01,608.23,614.28,608.23,612.0,892286.51,1459.26
2016-10-02,612.98,613.0,605.0,608.59,854574.81,1404.48
2016-10-03,608.6,611.59,606.6,611.06,1213593.69,1989.94
2016-10-04,612.84,612.84,604.99,607.18,1786596.93,2940.59
2016-10-05,607.19,612.0,605.76,610.98,1379508.03,2263.27
2016-10-06,608.01,610.5,607.09,610.34,1216942.71,1997.2
2016-10-07,610.25,616.34,607.52,614.23,2462264.34,4024.05
2016-10-08,614.88,616.99,612.5,614.48,540336.72,879.41
2016-10-09,614.34,614.98,610.0,613.61,718220.14,1171.51
2016-10-10,612.12,616.47,612.12,615.37,1359190.87,2211.59
2016-10-11,616.37,639.0,614.56,638.91,5087966.79,8068.14
2016-10-12,638.3,640.0,628.76,635.06,1683399.03,2647.77
2016-10-13,634.5,636.0,630.0,635.61,1505154.5,2372.3
2016-10-14,635.16,639.99,630.45,638.38,1985398.45,3126.93
2016-10-15,638.2,642.0,635.25,636.01,904700.03,1416.27
2016-10-16,635.26,641.4,635.18,638.09,818316.63,1281.36
2016-10-17,638.97,639.99,632.1,635.69,2511081.05,3949.98
2016-10-18,636.96,637.8,631.52,635.58,1730619.17,2723.53
2016-10-19,635.95,638.04,624.13,627.98,2802783.71,4438.98
2016-10-20,627.84,630.22,625.0,627.72,1272578.99,2027.49
2016-10-21,628.05,632.36,627.5,628.99,1901772.35,3021.58
2016-10-22,628.99,656.0,628.57,655.0,2796794.12,4327.45
2016-10-23,654.52,656.0,647.51,649.69,1638750.59,2515.06
2016-10-24,648.71,652.25,640.0,648.14,2989151.78,4619.48
2016-10-25,649.03,657.58,643.0,648.33,3888441.58,5962.24
2016-10-26,651.97,677.0,651.69,673.14,4439547.37,6676.41
2016-10-27,674.63,685.89,665.59,682.67,2963679.02,4360.41
2016-10-28,684.68,687.23,677.05,685.29,2418614.56,3533.3
2016-10-29,685.91,717.99,684.89,712.06,2818902.89,4006.35
2016-10-30,711.1,711.78,691.49,696.36,2595213.56,3701.4
2016-10-31,697.1,706.97,683.6,697.67,3231182.18,4633.45
2016-11-01,697.04,737.0,695.38,726.6,4705903.17,6513.61
2016-11-02,726.6,735.93,717.32,732.99,2892450.16,3993.43
2016-11-03,742.0,745.19,670.32,681.03,8590702.9,12058.18
2016-11-04,684.84,707.67,681.0,702.98,3680627.26,5281.98
2016-11-05,702.95,707.34,694.71,703.63,1335523.71,1903.05
2016-11-06,703.33,714.36,697.92,710.22,1616523.29,2286.86
2016-11-07,709.92,709.92,698.26,706.5,2095201.51,2980.3
2016-11-08,702.86,712.92,701.02,710.19,3892295.31,5507.32
2016-11-09,708.17,740.86,705.45,720.44,7065921.02,9704.45
2016-11-10,721.5,722.0,707.0,714.5,3504671.05,4904.22
2016-11-11,714.48,720.94,712.24,715.82,2344789.75,3275.09
2016-11-12,716.39,716.39,701.0,703.0,1940916.08,2744.07
2016-11-13,701.17,702.89,683.23,701.51,4171893.49,6019.9
2016-11-14,700.38,705.89,697.14,704.7,5098505.82,7277.37
2016-11-15,704.98,716.54,703.05,710.82,4005033.08,5632.96
2016-11-16,711.07,742.87,708.44,737.99,8263859.53,11341.32
2016-11-17,739.71,749.98,732.22,737.0,4943483.12,6643.37
2016-11-18,736.0,752.95,731.31,745.99,3166648.02,4252.57
2016-11-19,748.98,755.07,742.63,749.57,1466174.56,1959.94
2016-11-20,750.09,753.82,714.0,727.09,4041204.67,5518.93
2016-11-21,727.09,739.2,727.03,736.97,2942854.28,4009.26
2016-11-22,736.92,750.0,730.27,746.61,3685436.12,4968.31
2016-11-23,749.13,749.98,729.92,740.17,3264940.91,4417.64
2016-11-24,740.18,741.15,729.0,735.7,2937407.2,3998.96
2016-11-25,735.63,737.03,728.0,737.03,2438631.37,3328.41
2016-11-26,736.96,737.56,722.3,729.87,1654649.42,2272.64
2016-11-27,729.91,732.0,722.44,726.12,2499926.68,3436.36
2016-11-28,727.32,732.44,724.1,730.98,3454018.44,4736.73
2016-11-29,730.99,733.29,721.0,730.99,3788691.62,5193.25
2016-11-30,730.72,744.49,727.0,742.06,4577304.37,6208.19
2016-12-01,742.06,754.98,740.18,751.6,4569793.09,6097.42
2016-12-02,751.55,778.07,750.77,769.99,6181050.26,8062.0
2016-12-03,770.91,770.99,752.41,762.79,2107293.54,2763.36
2016-12-04,762.97,762.97,752.41,761.99,2385412.41,3143.49
2016-12-05,762.0,762.09,743.0,750.0,4155543.78,5540.78
2016-12-06,749.51,759.9,747.99,758.91,5062327.13,6703.0
2016-12-07,758.97,769.61,751.78,766.85,3616332.71,4745.99
2016-12-08,764.05,772.01,762.29,767.96,3438246.11,4475.48
2016-12-09,766.84,773.99,766.29,769.49,2200017.6,2855.94
2016-12-10,769.57,774.12,768.11,772.35,1698016.64,2197.94
2016-12-11,772.28,772.28,764.01,768.19,1058389.27,1378.71
2016-12-12,768.97,779.0,768.96,777.93,2163450.23,2790.93
2016-12-13,777.0,793.27,765.1,778.71,3767383.2,4840.32
2016-12-14,775.35,781.0,770.74,776.29,1793918.87,2309.6
2016-12-15,777.03,779.08,771.0,774.79,2290042.69,2948.47
2016-12-16,776.3,782.46,771.24,780.35,2561600.07,3290.32
2016-12-17,781.32,790.88,780.36,788.4,1876973.65,2387.99
2016-12-18,788.3,790.99,780.0,788.68,1981286.28,2516.86
2016-12-19,788.34,794.39,787.01,790.65,3069394.12,3878.35
2016-12-20,791.03,803.0,787.1,801.02,3156234.61,3979.47
2016-12-21,798.65,830.01,796.82,828.1,7502025.03,9191.56
2016-12-22,832.02,875.0,827.29,858.94,10296745.43,12029.93
2016-12-23,858.94,920.0,858.93,916.0,14525838.63,16185.92
2016-12-24,914.48,918.5,878.89,892.63,5390303.22,5987.56
2016-12-25,892.61,894.97,859.0,891.67,3478222.78,3974.2
2016-12-26,890.65,905.18,888.0,899.1,3111630.61,3461.33
2016-12-27,897.82,936.42,891.0,929.92,6613609.53,7170.3
2016-12-28,930.34,975.97,929.49,975.97,11488843.01,12023.35
2016-12-29,976.46,980.74,950.0,968.99,7528704.36,7785.7
2016-12-30,969.99,970.0,931.0,959.03,10164057.18,10687.6
2016-12-31,959.54,966.37,944.11,964.32,3850228.19,4029.84
2017-01-01,966.34,1005.0,960.53,998.8,6579903.85,6665.42
2017-01-02,997.75,1032.0,990.01,1014.1,8190254.59,8085.06
2017-01-03,1011.44,1039.0,999.99,1036.99,8955192.92,8779.72
2017-01-04,1035.51,1139.89,1028.56,1122.56,23257162.08,21371.6
2017-01-05,1114.38,1136.72,885.41,994.02,35036904.22,34736.36
2017-01-06,1004.73,1026.99,871.0,891.56,25238781.34,27597.93
2017-01-07,894.02,906.0,812.28,897.14,17026388.21,19697.24
2017-01-08,906.2,941.81,881.3,906.17,8088448.27,8849.68
2017-01-09,909.8,912.87,875.0,899.99,7733150.91,8663.98
2017-01-10,896.09,912.47,889.41,907.96,7157833.4,7931.46
2017-01-11,905.05,918.4,755.0,788.81,29111252.67,35446.63
2017-01-12,778.7,832.99,751.34,816.0,13545426.73,17298.71
2017-01-13,807.51,831.4,775.0,826.9,9133431.3,11298.84
2017-01-14,825.98,837.76,810.0,819.66,5442676.2,6581.1
2017-01-15,819.52,823.45,808.0,822.47,3432426.03,4203.56
2017-01-16,821.86,835.0,818.09,829.62,5082219.0,6136.18
2017-01-17,831.76,908.5,827.0,906.08,10693223.8,12173.38
2017-01-18,905.95,915.99,851.74,876.74,9689310.45,11022.4
2017-01-19,887.69,910.0,878.89,900.46,9904314.22,11066.52
2017-01-20,902.23,902.43,880.0,895.62,5904057.73,6605.45
2017-01-21,895.81,928.0,895.0,921.1,5329454.56,5817.93
2017-01-22,921.98,937.74,886.76,919.39,6476841.64,7066.33
2017-01-23,923.75,927.57,913.21,921.39,3073522.47,3339.46
2017-01-24,913.15,923.0,886.27,893.0,7978981.16,8821.87
